metricId, name, subGroup, subMetricName, capabilityName, timestamp, value, unit
4648,Memory Usage %,,,Memory,13028471191788,17.745037,%
4648,Memory Usage %,,,Memory,13028672442032,17.745655,%
4616,CPU Total Load,,,CPU,13028481637236,19.450953,%
4696,CPU Effective Utilization,,,CPU,13028481637236,19.450953,%
4616,CPU Total Load,,,CPU,13028682518696,17.197296,%
4696,CPU Effective Utilization,,,CPU,13028682518696,17.197296,%
4648,Memory Usage %,,,Memory,13028873458172,17.744831,%
4648,Memory Usage %,,,Memory,13029074012448,17.744005,%
4616,CPU Total Load,,,CPU,13028883457356,16.867069,%
4696,CPU Effective Utilization,,,CPU,13028883457356,16.867069,%
4616,CPU Total Load,,,CPU,13029084407248,17.168581,%
4696,CPU Effective Utilization,,,CPU,13029084407248,17.168581,%
4648,Memory Usage %,,,Memory,13029274773580,17.742699,%
4648,Memory Usage %,,,Memory,13029475443088,17.747238,%
4683,VSS,,init,Process Memory,13028473159416,82256.000000,KB
4684,PSS,,init,Process Memory,13028473159416,3.000000,KB
4685,RSS,,init,Process Memory,13028473159416,0.000000,KB
4686,USS,,init,Process Memory,13028473159416,0.000000,KB
4683,VSS,,kthreadd,Process Memory,13028473159416,0.000000,KB
4684,PSS,,kthreadd,Process Memory,13028473159416,0.000000,KB
4685,RSS,,kthreadd,Process Memory,13028473159416,0.000000,KB
4686,USS,,kthreadd,Process Memory,13028473159416,0.000000,KB
4683,VSS,,rcu_gp,Process Memory,13028473159416,0.000000,KB
4684,PSS,,rcu_gp,Process Memory,13028473159416,0.000000,KB
4685,RSS,,rcu_gp,Process Memory,13028473159416,0.000000,KB
4686,USS,,rcu_gp,Process Memory,13028473159416,0.000000,KB
4683,VSS,,slub_flushwq,Process Memory,13028473159416,0.000000,KB
4684,PSS,,slub_flushwq,Process Memory,13028473159416,0.000000,KB
4685,RSS,,slub_flushwq,Process Memory,13028473159416,0.000000,KB
4686,USS,,slub_flushwq,Process Memory,13028473159416,0.000000,KB
4683,VSS,,netns,Process Memory,13028473159416,0.000000,KB
4684,PSS,,netns,Process Memory,13028473159416,0.000000,KB
4685,RSS,,netns,Process Memory,13028473159416,0.000000,KB
4686,USS,,netns,Process Memory,13028473159416,0.000000,KB
4683,VSS,,mm_percpu_wq,Process Memory,13028473159416,0.000000,KB
4684,PSS,,mm_percpu_wq,Process Memory,13028473159416,0.000000,KB
4685,RSS,,mm_percpu_wq,Process Memory,13028473159416,0.000000,KB
4686,USS,,mm_percpu_wq,Process Memory,13028473159416,0.000000,KB
4683,VSS,,rcu_tasks_kthread,Process Memory,13028473159416,0.000000,KB
4684,PSS,,rcu_tasks_kthread,Process Memory,13028473159416,0.000000,KB
4685,RSS,,rcu_tasks_kthread,Process Memory,13028473159416,0.000000,KB
4686,USS,,rcu_tasks_kthread,Process Memory,13028473159416,0.000000,KB
4683,VSS,,rcu_tasks_trace_kthread,Process Memory,13028473159416,0.000000,KB
4684,PSS,,rcu_tasks_trace_kthread,Process Memory,13028473159416,0.000000,KB
4685,RSS,,rcu_tasks_trace_kthread,Process Memory,13028473159416,0.000000,KB
4686,USS,,rcu_tasks_trace_kthread,Process Memory,13028473159416,0.000000,KB
4683,VSS,,ksoftirqd/0,Process Memory,13028473159416,0.000000,KB
4684,PSS,,ksoftirqd/0,Process Memory,13028473159416,0.000000,KB
4685,RSS,,ksoftirqd/0,Process Memory,13028473159416,0.000000,KB
4686,USS,,ksoftirqd/0,Process Memory,13028473159416,0.000000,KB
4683,VSS,,rcu_preempt,Process Memory,13028473159416,0.000000,KB
4684,PSS,,rcu_preempt,Process Memory,13028473159416,0.000000,KB
4685,RSS,,rcu_preempt,Process Memory,13028473159416,0.000000,KB
4686,USS,,rcu_preempt,Process Memory,13028473159416,0.000000,KB
4683,VSS,,rcuog/0,Process Memory,13028473159416,0.000000,KB
4684,PSS,,rcuog/0,Process Memory,13028473159416,0.000000,KB
4685,RSS,,rcuog/0,Process Memory,13028473159416,0.000000,KB
4686,USS,,rcuog/0,Process Memory,13028473159416,0.000000,KB
4683,VSS,,rcuop/0,Process Memory,13028473159416,0.000000,KB
4684,PSS,,rcuop/0,Process Memory,13028473159416,0.000000,KB
4685,RSS,,rcuop/0,Process Memory,13028473159416,0.000000,KB
4686,USS,,rcuop/0,Process Memory,13028473159416,0.000000,KB
4683,VSS,,rcub/0,Process Memory,13028473159416,0.000000,KB
4684,PSS,,rcub/0,Process Memory,13028473159416,0.000000,KB
4685,RSS,,rcub/0,Process Memory,13028473159416,0.000000,KB
4686,USS,,rcub/0,Process Memory,13028473159416,0.000000,KB
4683,VSS,,rcu_exp_gp_kthread_worker,Process Memory,13028473159416,0.000000,KB
4684,PSS,,rcu_exp_gp_kthread_worker,Process Memory,13028473159416,0.000000,KB
4685,RSS,,rcu_exp_gp_kthread_worker,Process Memory,13028473159416,0.000000,KB
4686,USS,,rcu_exp_gp_kthread_worker,Process Memory,13028473159416,0.000000,KB
4683,VSS,,rcu_exp_par_gp_kthread_worker,Process Memory,13028473159416,0.000000,KB
4684,PSS,,rcu_exp_par_gp_kthread_worker,Process Memory,13028473159416,0.000000,KB
4685,RSS,,rcu_exp_par_gp_kthread_worker,Process Memory,13028473159416,0.000000,KB
4686,USS,,rcu_exp_par_gp_kthread_worker,Process Memory,13028473159416,0.000000,KB
4683,VSS,,migration/0,Process Memory,13028473159416,0.000000,KB
4684,PSS,,migration/0,Process Memory,13028473159416,0.000000,KB
4685,RSS,,migration/0,Process Memory,13028473159416,0.000000,KB
4686,USS,,migration/0,Process Memory,13028473159416,0.000000,KB
4683,VSS,,cpuhp/0,Process Memory,13028473159416,0.000000,KB
4684,PSS,,cpuhp/0,Process Memory,13028473159416,0.000000,KB
4685,RSS,,cpuhp/0,Process Memory,13028473159416,0.000000,KB
4686,USS,,cpuhp/0,Process Memory,13028473159416,0.000000,KB
4683,VSS,,cpuhp/1,Process Memory,13028473159416,0.000000,KB
4684,PSS,,cpuhp/1,Process Memory,13028473159416,0.000000,KB
4685,RSS,,cpuhp/1,Process Memory,13028473159416,0.000000,KB
4686,USS,,cpuhp/1,Process Memory,13028473159416,0.000000,KB
4683,VSS,,migration/1,Process Memory,13028473159416,0.000000,KB
4684,PSS,,migration/1,Process Memory,13028473159416,0.000000,KB
4685,RSS,,migration/1,Process Memory,13028473159416,0.000000,KB
4686,USS,,migration/1,Process Memory,13028473159416,0.000000,KB
4683,VSS,,ksoftirqd/1,Process Memory,13028473159416,0.000000,KB
4684,PSS,,ksoftirqd/1,Process Memory,13028473159416,0.000000,KB
4685,RSS,,ksoftirqd/1,Process Memory,13028473159416,0.000000,KB
4686,USS,,ksoftirqd/1,Process Memory,13028473159416,0.000000,KB
4616,CPU Total Load,,,CPU,13029285239880,19.085711,%
4696,CPU Effective Utilization,,,CPU,13029285239880,19.085711,%
4616,CPU Total Load,,,CPU,13029486143856,6.040439,%
4696,CPU Effective Utilization,,,CPU,13029486143856,6.040439,%
4648,Memory Usage %,,,Memory,13029676431720,17.743385,%
4648,Memory Usage %,,,Memory,13029877166852,17.742836,%
4616,CPU Total Load,,,CPU,13029687363212,13.849301,%
4696,CPU Effective Utilization,,,CPU,13029687363212,13.849301,%
4616,CPU Total Load,,,CPU,13029888380912,16.610142,%
4696,CPU Effective Utilization,,,CPU,13029888380912,16.610142,%
4648,Memory Usage %,,,Memory,13030077742136,17.743834,%
4648,Memory Usage %,,,Memory,13030278311960,17.741907,%
4616,CPU Total Load,,,CPU,13030089233408,17.599312,%
4696,CPU Effective Utilization,,,CPU,13030089233408,17.599312,%
4616,CPU Total Load,,,CPU,13030290334152,17.470093,%
4696,CPU Effective Utilization,,,CPU,13030290334152,17.470093,%
4648,Memory Usage %,,,Memory,13030479056192,17.741014,%
4648,Memory Usage %,,,Memory,13030679639068,17.740980,%
4683,VSS,,init,Process Memory,13029735076332,82256.000000,KB
4684,PSS,,init,Process Memory,13029735076332,3.000000,KB
4685,RSS,,init,Process Memory,13029735076332,0.000000,KB
4686,USS,,init,Process Memory,13029735076332,0.000000,KB
4683,VSS,,kthreadd,Process Memory,13029735076332,0.000000,KB
4684,PSS,,kthreadd,Process Memory,13029735076332,0.000000,KB
4685,RSS,,kthreadd,Process Memory,13029735076332,0.000000,KB
4686,USS,,kthreadd,Process Memory,13029735076332,0.000000,KB
4683,VSS,,rcu_gp,Process Memory,13029735076332,0.000000,KB
4684,PSS,,rcu_gp,Process Memory,13029735076332,0.000000,KB
4685,RSS,,rcu_gp,Process Memory,13029735076332,0.000000,KB
4686,USS,,rcu_gp,Process Memory,13029735076332,0.000000,KB
4683,VSS,,slub_flushwq,Process Memory,13029735076332,0.000000,KB
4684,PSS,,slub_flushwq,Process Memory,13029735076332,0.000000,KB
4685,RSS,,slub_flushwq,Process Memory,13029735076332,0.000000,KB
4686,USS,,slub_flushwq,Process Memory,13029735076332,0.000000,KB
4683,VSS,,netns,Process Memory,13029735076332,0.000000,KB
4684,PSS,,netns,Process Memory,13029735076332,0.000000,KB
4685,RSS,,netns,Process Memory,13029735076332,0.000000,KB
4686,USS,,netns,Process Memory,13029735076332,0.000000,KB
4683,VSS,,mm_percpu_wq,Process Memory,13029735076332,0.000000,KB
4684,PSS,,mm_percpu_wq,Process Memory,13029735076332,0.000000,KB
4685,RSS,,mm_percpu_wq,Process Memory,13029735076332,0.000000,KB
4686,USS,,mm_percpu_wq,Process Memory,13029735076332,0.000000,KB
4683,VSS,,rcu_tasks_kthread,Process Memory,13029735076332,0.000000,KB
4684,PSS,,rcu_tasks_kthread,Process Memory,13029735076332,0.000000,KB
4685,RSS,,rcu_tasks_kthread,Process Memory,13029735076332,0.000000,KB
4686,USS,,rcu_tasks_kthread,Process Memory,13029735076332,0.000000,KB
4683,VSS,,rcu_tasks_trace_kthread,Process Memory,13029735076332,0.000000,KB
4684,PSS,,rcu_tasks_trace_kthread,Process Memory,13029735076332,0.000000,KB
4685,RSS,,rcu_tasks_trace_kthread,Process Memory,13029735076332,0.000000,KB
4686,USS,,rcu_tasks_trace_kthread,Process Memory,13029735076332,0.000000,KB
4683,VSS,,ksoftirqd/0,Process Memory,13029735076332,0.000000,KB
4684,PSS,,ksoftirqd/0,Process Memory,13029735076332,0.000000,KB
4685,RSS,,ksoftirqd/0,Process Memory,13029735076332,0.000000,KB
4686,USS,,ksoftirqd/0,Process Memory,13029735076332,0.000000,KB
4683,VSS,,rcu_preempt,Process Memory,13029735076332,0.000000,KB
4684,PSS,,rcu_preempt,Process Memory,13029735076332,0.000000,KB
4685,RSS,,rcu_preempt,Process Memory,13029735076332,0.000000,KB
4686,USS,,rcu_preempt,Process Memory,13029735076332,0.000000,KB
4683,VSS,,rcuog/0,Process Memory,13029735076332,0.000000,KB
4684,PSS,,rcuog/0,Process Memory,13029735076332,0.000000,KB
4685,RSS,,rcuog/0,Process Memory,13029735076332,0.000000,KB
4686,USS,,rcuog/0,Process Memory,13029735076332,0.000000,KB
4683,VSS,,rcuop/0,Process Memory,13029735076332,0.000000,KB
4684,PSS,,rcuop/0,Process Memory,13029735076332,0.000000,KB
4685,RSS,,rcuop/0,Process Memory,13029735076332,0.000000,KB
4686,USS,,rcuop/0,Process Memory,13029735076332,0.000000,KB
4683,VSS,,rcub/0,Process Memory,13029735076332,0.000000,KB
4684,PSS,,rcub/0,Process Memory,13029735076332,0.000000,KB
4685,RSS,,rcub/0,Process Memory,13029735076332,0.000000,KB
4686,USS,,rcub/0,Process Memory,13029735076332,0.000000,KB
4683,VSS,,rcu_exp_gp_kthread_worker,Process Memory,13029735076332,0.000000,KB
4684,PSS,,rcu_exp_gp_kthread_worker,Process Memory,13029735076332,0.000000,KB
4685,RSS,,rcu_exp_gp_kthread_worker,Process Memory,13029735076332,0.000000,KB
4686,USS,,rcu_exp_gp_kthread_worker,Process Memory,13029735076332,0.000000,KB
4683,VSS,,rcu_exp_par_gp_kthread_worker,Process Memory,13029735076332,0.000000,KB
4684,PSS,,rcu_exp_par_gp_kthread_worker,Process Memory,13029735076332,0.000000,KB
4685,RSS,,rcu_exp_par_gp_kthread_worker,Process Memory,13029735076332,0.000000,KB
4686,USS,,rcu_exp_par_gp_kthread_worker,Process Memory,13029735076332,0.000000,KB
4683,VSS,,migration/0,Process Memory,13029735076332,0.000000,KB
4684,PSS,,migration/0,Process Memory,13029735076332,0.000000,KB
4685,RSS,,migration/0,Process Memory,13029735076332,0.000000,KB
4686,USS,,migration/0,Process Memory,13029735076332,0.000000,KB
4683,VSS,,cpuhp/0,Process Memory,13029735076332,0.000000,KB
4684,PSS,,cpuhp/0,Process Memory,13029735076332,0.000000,KB
4685,RSS,,cpuhp/0,Process Memory,13029735076332,0.000000,KB
4686,USS,,cpuhp/0,Process Memory,13029735076332,0.000000,KB
4683,VSS,,cpuhp/1,Process Memory,13029735076332,0.000000,KB
4684,PSS,,cpuhp/1,Process Memory,13029735076332,0.000000,KB
4685,RSS,,cpuhp/1,Process Memory,13029735076332,0.000000,KB
4686,USS,,cpuhp/1,Process Memory,13029735076332,0.000000,KB
4683,VSS,,migration/1,Process Memory,13029735076332,0.000000,KB
4684,PSS,,migration/1,Process Memory,13029735076332,0.000000,KB
4685,RSS,,migration/1,Process Memory,13029735076332,0.000000,KB
4686,USS,,migration/1,Process Memory,13029735076332,0.000000,KB
4683,VSS,,ksoftirqd/1,Process Memory,13029735076332,0.000000,KB
4684,PSS,,ksoftirqd/1,Process Memory,13029735076332,0.000000,KB
4685,RSS,,ksoftirqd/1,Process Memory,13029735076332,0.000000,KB
4686,USS,,ksoftirqd/1,Process Memory,13029735076332,0.000000,KB
4616,CPU Total Load,,,CPU,13030491263348,18.101830,%
4696,CPU Effective Utilization,,,CPU,13030491263348,18.101830,%
4616,CPU Total Load,,,CPU,13030692163736,21.522507,%
4696,CPU Effective Utilization,,,CPU,13030692163736,21.522507,%
4648,Memory Usage %,,,Memory,13030880358704,17.893438,%
4648,Memory Usage %,,,Memory,13031080716472,18.150629,%
4616,CPU Total Load,,,CPU,13030893232500,24.972952,%
4696,CPU Effective Utilization,,,CPU,13030893232500,24.972952,%
4616,CPU Total Load,,,CPU,13031095646972,23.500237,%
4696,CPU Effective Utilization,,,CPU,13031095646972,23.500237,%
4648,Memory Usage %,,,Memory,13031281525548,18.157782,%
4648,Memory Usage %,,,Memory,13031481714212,18.643143,%
4616,CPU Total Load,,,CPU,13031296388292,33.318825,%
4696,CPU Effective Utilization,,,CPU,13031296388292,33.318825,%
4616,CPU Total Load,,,CPU,13031496830508,64.225525,%
4696,CPU Effective Utilization,,,CPU,13031496830508,64.225525,%
4648,Memory Usage %,,,Memory,13031682599676,20.171095,%
4648,Memory Usage %,,,Memory,13031883862192,20.548630,%
4683,VSS,,init,Process Memory,13030997017896,82256.000000,KB
4684,PSS,,init,Process Memory,13030997017896,3.000000,KB
4685,RSS,,init,Process Memory,13030997017896,0.000000,KB
4686,USS,,init,Process Memory,13030997017896,0.000000,KB
4683,VSS,,kthreadd,Process Memory,13030997017896,0.000000,KB
